/*********************************************
 * OPL 22.1.1.0 Data
 * Author: User
 * Creation Date: 24 ott 2023 at 10:40:05
 *********************************************/
n = 40;

m = 50;

g = 15;

d = [50.53978699881621, 51.400267909985295, 52.788224953444534, 53.13440049955778, 49.77203122937381, 50.0352853136429, 51.90819310332154, 51.985803497526945, 51.559144981403065, 53.163896956994925, 50.28598337751733, 52.50895814211484, 52.11043664356208, 53.11055766949588, 53.57312518985942];

c = [[0.08183075872132785, 0.06510582190131894, 0.12306304116407887, 0.14836285779779942, 0.1288932256833808, 0.21547375931704088, 0.07541248661324465, 0.08832227444203966, 0.10548864433146926, 0.0890857585856994, 0.07617694081489801, 0.198535242825614, 0.21164302457405076, 0.16339379752208677, 0.22110377174734655], [0.06819229893443986, 0.05425485158443244, 0.10255253430339904, 0.1236357148314995, 0.1074110214028173, 0.179561466097534, 0.06284373884437053, 0.07360189536836638, 0.0879072036095577, 0.07423813215474949, 0.063480784012415, 0.16544603568801164, 0.17636918714504227, 0.1361614979350723, 0.18425314312278876], [0.05260548774942505, 0.04185374265084789, 0.0791119550340507, 0.09537612287001393, 0.08285993079645908, 0.13851884527524055, 0.04847945567994299, 0.05677860499845407, 0.06781412849880167, 0.057269416233663904, 0.048970890523863005, 0.12762979895932328, 0.13605623008331835, 0.10503886983562721, 0.14213813898043706], [0.04676043355504449, 0.03720332680075368, 0.07032173780804507, 0.08477877588445681, 0.07365327181907473, 0.1231278624668805, 0.04309284949328265, 0.050469871109736955, 0.06027922533226815, 0.050906147763256804, 0.04352968046565601, 0.11344871018606514, 0.12093887118517185, 0.0933678842983353, 0.12634501242705518], [0.07598570452694729, 0.06045540605122473, 0.11427282393807324, 0.13776551081224234, 0.11968656670599645, 0.2000827765086808, 0.07002588042658431, 0.08201354055332255, 0.09795374116493574, 0.0827224901152923, 0.07073573075669101, 0.18435415405235583, 0.19652566567590427, 0.15172281198479487, 0.20531064519396464], [0.0292252709719028, 0.02325207925047105, 0.04395108613002816, 0.0529867349277855, 0.0460332948869217, 0.0769549140418003, 0.026933030933301655, 0.03154366944358559, 0.037674515832667586, 0.031816342352035495, 0.027206050291034997, 0.0709054438662907, 0.0755867944907324, 0.05835492768645955, 0.07896563276690946], [0.07306317742975701, 0.058130198126177625, 0.10987771532507043, 0.1324668373194638, 0.11508323721730428, 0.1923872851045008, 0.06733257733325415, 0.078859173608964, 0.09418628958166898, 0.07954085588008875, 0.06801512572758751, 0.17726360966572677, 0.18896698622683103, 0.1458873192161489, 0.1974140819172737], [0.09352086711008897, 0.07440665360150736, 0.14064347561609014, 0.16955755176891363, 0.14730654363814946, 0.246255724933761, 0.0861856989865653, 0.10093974221947391, 0.1205584506645363, 0.10181229552651361, 0.08705936093131202, 0.2268974203721303, 0.2418777423703437, 0.1867357685966706, 0.25269002485411035], [0.06137306904099589, 0.04882936642598921, 0.09229728087305916, 0.11127214334834958, 0.09666991926253558, 0.16160531948778065, 0.05655936495993348, 0.06624170583152975, 0.07911648324860195, 0.06681431893927456, 0.05713270561117351, 0.1489014321192105, 0.15873226843053806, 0.12254534814156508, 0.16582782881050992], [0.08085658302226442, 0.0643307525929699, 0.1215980049597446, 0.14659663330020659, 0.12735878252048338, 0.2129085955156475, 0.07451471891546792, 0.08727081879392014, 0.104232827137047, 0.08802521384063154, 0.0752700724718635, 0.19617172803007096, 0.209123464757693, 0.16144863326587144, 0.21847158398844954], [0.04188955505972735, 0.0333279802590085, 0.06299655678637371, 0.07594765339649256, 0.06598105600458778, 0.11030204345991376, 0.038604011004399044, 0.04521259286913935, 0.05400013936015688, 0.04560342403791755, 0.0389953387504835, 0.10163113620835001, 0.10834107210338312, 0.0836420630172587, 0.11318407363257024], [0.024354392476585666, 0.019376732708725874, 0.0366259051083568, 0.04415561243982125, 0.03836107907243475, 0.06412909503483358, 0.022444192444418046, 0.026286391202987994, 0.03139542986055632, 0.026513618626696246, 0.0226717085758625, 0.05908786988857558, 0.06298899540894366, 0.04862910640538296, 0.06580469397242455], [0.079882407323201, 0.06355568328462087, 0.12013296875541032, 0.14483040880261372, 0.125824339357586, 0.21034343171425418, 0.0736169512176912, 0.08621936314580063, 0.10297700994262475, 0.0869646690955637, 0.074363204128829, 0.19380821323452793, 0.20660390494133524, 0.15950346900965612, 0.21583939622955256], [0.08475328581851813, 0.06743102982636605, 0.1274581497770817, 0.153661531290578, 0.13349655517207296, 0.2231692507212209, 0.07810578970657481, 0.09147664138639823, 0.10925609591473602, 0.09226739282090295, 0.07889754584400151, 0.20562578721224306, 0.219201704023124, 0.16922929029073272, 0.2290003350240375], [0.0146126354859514, 0.011626039625235524, 0.02197554306501408, 0.02649336746389275, 0.02301664744346085, 0.03847745702090015, 0.013466515466650827, 0.015771834721792794, 0.018837257916333793, 0.015908171176017748, 0.013603025145517499, 0.03545272193314535, 0.0377933972453662, 0.029177463843229775, 0.03948281638345473], [0.013638459786887975, 0.01085097031688649, 0.020510506860679813, 0.02472714296629991, 0.021482204280563466, 0.03591229321950681, 0.012568747768874108, 0.014720379073673278, 0.017581440721911545, 0.014847626430949902, 0.012696156802483002, 0.033089207137602335, 0.03527383742900846, 0.027232299587014463, 0.03685062862455776], [0.012664284087824548, 0.010075901008537455, 0.01904547065634554, 0.022960918468707053, 0.019947761117666073, 0.033347129418113464, 0.011670980071097384, 0.013668923425553757, 0.01632562352748929, 0.013787081685882049, 0.0117892884594485, 0.030725692342059307, 0.032754277612650706, 0.02528713533079914, 0.034218440865660775], [0.018509338282205107, 0.014726316858631665, 0.027835687882351173, 0.03355826545426416, 0.029154420095050416, 0.04873811222647353, 0.017057586257757718, 0.019977657314270876, 0.023860526694022808, 0.02015035015628915, 0.017230498517655502, 0.04490678111531745, 0.04787163651079719, 0.036958120868091054, 0.05001156741904267], [0.07695988022601072, 0.06123047535957377, 0.11573786014240753, 0.1395317353098352, 0.12122100986889385, 0.20264794031007416, 0.07092364812436104, 0.08306499620144207, 0.099209558359358, 0.08378303486036016, 0.07164259909972552, 0.1867176688478989, 0.19904522549226203, 0.1536679762410102, 0.20794283295286164], [0.07306317742975701, 0.058130198126177625, 0.10987771532507043, 0.1324668373194638, 0.11508323721730428, 0.1923872851045008, 0.06733257733325415, 0.078859173608964, 0.09418628958166898, 0.07954085588008875, 0.06801512572758751, 0.17726360966572677, 0.18896698622683103, 0.1458873192161489, 0.1974140819172737], [0.0691664746335033, 0.055029920892781484, 0.10401757050773333, 0.12540193932909235, 0.1089454645657147, 0.1821266298989274, 0.06374150654214725, 0.0746533510164859, 0.08916302080397996, 0.07529867689981734, 0.0643876523554495, 0.16780955048355467, 0.17888874696140003, 0.13810666219128762, 0.18688533088168574], [0.040915379360663924, 0.03255291095065947, 0.06153152058203944, 0.07418142889889971, 0.0644466128416904, 0.10773687965852044, 0.037706243306622325, 0.04416113722101983, 0.05274432216573463, 0.0445428792928497, 0.038088470407449004, 0.099267621412807, 0.10582151228702538, 0.08169689876104338, 0.11055188587367328], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.011690108388761122, 0.00930083170018842, 0.017580434452011268, 0.021194693971114204, 0.018413317954768683, 0.030781965616720124, 0.010773212373320663, 0.012617467777434239, 0.015069806333067037, 0.012726536940814201, 0.010882420116414002, 0.028362177546516286, 0.030234717796292963, 0.023341971074583825, 0.031586253106763794], [0.0905983400128987, 0.07208144567646027, 0.13624836700308735, 0.1642588782761351, 0.1427032141494573, 0.238560233529581, 0.08349239589323515, 0.09778537527511535, 0.11679099908126955, 0.09863066129131007, 0.08433875590220852, 0.21980687598550122, 0.2343190629212705, 0.18090027582802465, 0.2447934615774194], [0.02825109527283937, 0.02247700994212201, 0.04248604992569389, 0.05122051043019265, 0.04449885172402431, 0.07438975024040695, 0.02603526323552493, 0.03049221379546607, 0.03641869863824533, 0.030755797606967644, 0.026299181948000495, 0.06854192907074767, 0.07306723467437465, 0.05640976343024423, 0.07633344500801248], [0.019483513981268536, 0.0155013861669807, 0.029300724086685447, 0.03532448995185701, 0.03068886325794781, 0.05130327602786688, 0.01795535395553444, 0.0210291129623904, 0.025116343888445063, 0.021210894901357, 0.018137366860690004, 0.047270295910860474, 0.05039119632715494, 0.038903285124306373, 0.052643755177939656], [0.026302743874712525, 0.020926871325423944, 0.03955597751702535, 0.047688061435006965, 0.04142996539822954, 0.06925942263762028, 0.024239727839971494, 0.028389302499227036, 0.033907064249400834, 0.028634708116831952, 0.024485445261931502, 0.06381489947966164, 0.06802811504165918, 0.05251943491781361, 0.07106906949021853], [0.0029225270971902804, 0.002325207925047105, 0.004395108613002817, 0.005298673492778551, 0.004603329488692171, 0.007695491404180031, 0.002693303093330166, 0.0031543669443585597, 0.0037674515832667593, 0.0031816342352035502, 0.0027206050291035005, 0.0070905443866290715, 0.007558679449073241, 0.005835492768645956, 0.007896563276690948], [0.04188955505972735, 0.0333279802590085, 0.06299655678637371, 0.07594765339649256, 0.06598105600458778, 0.11030204345991376, 0.038604011004399044, 0.04521259286913935, 0.05400013936015688, 0.04560342403791755, 0.0389953387504835, 0.10163113620835001, 0.10834107210338312, 0.0836420630172587, 0.11318407363257024], [0.06234724474005931, 0.04960443573433824, 0.09376231707739342, 0.11303836784594243, 0.09820436242543297, 0.164170483289174, 0.0574571326577102, 0.06729316147964927, 0.0803723004430242, 0.0678748636843424, 0.058039573954208, 0.1512649469147535, 0.1612518282468958, 0.12449051239778039, 0.16846001656940687], [0.01753516258314168, 0.013951247550282628, 0.026370651678016898, 0.031792040956671305, 0.027619976932153022, 0.04617294842508018, 0.01615981855998099, 0.018926201666151353, 0.022604709499600553, 0.019089805411221298, 0.016323630174621, 0.04254326631977442, 0.04535207669443944, 0.03501295661187573, 0.04737937966014568], [0.0019483513981268534, 0.00155013861669807, 0.0029300724086685445, 0.003532448995185701, 0.0030688863257947803, 0.005130327602786687, 0.0017955353955534437, 0.0021029112962390397, 0.002511634388844506, 0.0021210894901357, 0.001813736686069, 0.004727029591086047, 0.005039119632715494, 0.003890328512430637, 0.005264375517793965], [0.07306317742975701, 0.058130198126177625, 0.10987771532507043, 0.1324668373194638, 0.11508323721730428, 0.1923872851045008, 0.06733257733325415, 0.078859173608964, 0.09418628958166898, 0.07954085588008875, 0.06801512572758751, 0.17726360966572677, 0.18896698622683103, 0.1458873192161489, 0.1974140819172737], [0.08280493442039127, 0.06588089120966797, 0.12452807736841315, 0.1501290822953923, 0.13042766884627818, 0.2180389231184342, 0.07631025431102137, 0.08937373009015918, 0.10674446152589151, 0.09014630333076724, 0.0770838091579325, 0.200898757621157, 0.2141625843904085, 0.16533896177830207, 0.22373595950624353], [0.019483513981268536, 0.0155013861669807, 0.029300724086685447, 0.03532448995185701, 0.03068886325794781, 0.05130327602786688, 0.01795535395553444, 0.0210291129623904, 0.025116343888445063, 0.021210894901357, 0.018137366860690004, 0.047270295910860474, 0.05039119632715494, 0.038903285124306373, 0.052643755177939656], [0.02727691957377595, 0.02170194063377298, 0.04102101372135963, 0.04945428593259982, 0.04296440856112693, 0.07182458643901363, 0.025137495537748217, 0.029440758147346556, 0.03516288144382309, 0.029695252861899803, 0.025392313604966004, 0.06617841427520467, 0.07054767485801693, 0.054464599174028926, 0.07370125724911553], [0.037992852263473646, 0.030227703025612365, 0.05713641196903662, 0.06888275540612117, 0.059843283352998225, 0.1000413882543404, 0.035012940213292154, 0.041006770276661275, 0.04897687058246787, 0.04136124505764615, 0.035367865378345506, 0.09217707702617792, 0.09826283283795213, 0.07586140599239743, 0.10265532259698232], [0.05357966344848847, 0.042628811959196926, 0.08057699123838498, 0.09714234736760677, 0.08439437395935646, 0.1410840090766339, 0.04937722337771971, 0.05783006064657359, 0.06906994569322392, 0.05832996097873175, 0.0498777588668975, 0.1299933137548663, 0.1385757898996761, 0.10698403409184253, 0.14477032673933404], [0.03701867656441021, 0.02945263371726333, 0.055671375764702345, 0.06711653090852832, 0.05830884019010083, 0.09747622445294706, 0.034115172515515435, 0.03995531462854175, 0.047721053388045616, 0.0403007003125783, 0.034460997035311004, 0.0898135622306349, 0.09574327302159438, 0.07391624173618211, 0.10002313483808534]];

u = [0.7154387837920642, 1.1362851271991607, 1.3256659817323542, 1.6623430564580315, 1.5360891534359025, 1.7675546423098054, 1.5360891534359025, 2.0411047655244183, 1.4098352504137734, 1.2835813473916444, 1.2835813473916444, 0.6312695151106448, 1.5150468362655476, 1.5150468362655476, 0.27355012321461275, 0.6733541494513545, 1.4098352504137734, 0.5891848807699352, 1.7254700079690959, 0.5050156120885159, 0.27355012321461275, 0.10521158585177415, 0.3156347575553224, 0.16833853736283863, 0.2314654888739031, 2.0621470826947728, 1.7044276907987412, 1.5360891534359025, 1.3046236645619993, 1.7675546423098054, 1.241496713050935, 0.12625390302212897, 0.9258619554956125, 0.7364811009624189, 0.2104231717035483, 1.367750616073064, 1.2625390302212895, 1.0521158585177415, 0.3577193918960321, 0.08416926868141932, 0.2104231717035483, 0.8416926868141932, 1.8306815938208703, 1.6833853736283864, 1.1362851271991607, 1.956935496842999, 2.0411047655244183, 1.5360891534359025, 1.3046236645619993, 1.8938085453319344];

l = [0.07154387837920642, 0.11362851271991609, 0.13256659817323543, 0.16623430564580316, 0.15360891534359025, 0.17675546423098054, 0.15360891534359025, 0.20411047655244186, 0.14098352504137734, 0.12835813473916444, 0.12835813473916444, 0.06312695151106448, 0.15150468362655478, 0.15150468362655478, 0.027355012321461276, 0.06733541494513545, 0.14098352504137734, 0.05891848807699353, 0.1725470007969096, 0.05050156120885159, 0.027355012321461276, 0.010521158585177416, 0.03156347575553224, 0.016833853736283863, 0.023146548887390313, 0.2062147082694773, 0.17044276907987413, 0.15360891534359025, 0.13046236645619994, 0.17675546423098054, 0.1241496713050935, 0.012625390302212897, 0.09258619554956125, 0.07364811009624189, 0.021042317170354832, 0.1367750616073064, 0.12625390302212897, 0.10521158585177415, 0.03577193918960321, 0.008416926868141932, 0.021042317170354832, 0.08416926868141933, 0.18306815938208704, 0.16833853736283866, 0.11362851271991609, 0.19569354968429992, 0.20411047655244186, 0.15360891534359025, 0.13046236645619994, 0.18938085453319345];

rcv = [18025.935697834277, 26482.72618250063, 22637.798427381753, 21796.3331663189, 20731.882530583312, 26053.5896048988, 27514.428750118925, 27435.06665328196, 21074.05495155971, 24630.00340029956, 17238.46274764311, 28055.120180046266, 22657.87873480809, 24079.747597764, 26534.44902734884, 23576.80826450529, 24087.406240228323, 16948.15018135792, 25144.34349106674, 27648.77880737304, 17866.358982827798, 24031.90437503034, 18701.783967287665, 18384.28558269382, 24688.50761112739, 23571.40159547827, 20103.51780556732, 16941.163435986367, 23372.341617176284, 19746.162686348194, 18796.763396883947, 22430.07206904261, 24206.483721732337, 23955.829077763814, 18686.567190264173, 25969.91599695667, 20804.43481222954, 25118.32471434238, 19730.405285716515, 16939.484833105515];

tcv = [99948.38100461557, 99338.86981248105, 98001.32893114386, 103337.28815050854, 93208.08257927124, 99900.21507177078, 105198.6972443656, 95783.96637939704, 91451.08461014542, 92646.6564899324, 96667.10461075902, 104357.65315575965, 98203.31538408462, 91204.63190887793, 104923.62851751749, 102602.91425805537, 104198.68993464296, 92589.11795693159, 95652.05289306297, 93406.34228020177, 102959.72561991797, 94044.34967334727, 102698.02152172854, 103523.0345440108, 97740.24233332631, 92557.77842040613, 101563.56306742584, 98909.91475701447, 94936.0898317068, 94410.4783640727, 100683.24433074283, 94192.66486370708, 93911.56177355537, 92298.03340737453, 101997.3168108147, 94039.70330095875, 94290.42277462782, 97772.26033793711, 102298.73109669395, 93202.54926887444, 90893.96778685223, 93932.78223467567, 100370.44294450658, 92035.53064939598, 101800.22500662242, 92539.88253685653, 92299.38815783843, 98084.27683842795, 97123.9525666528, 99362.3549623483];

tcf = [10949.19, 17389.9, 20288.21, 25440.78, 23508.56, 27050.95, 23508.56, 31237.41, 21576.35, 19644.14, 19644.14, 9661.05, 23186.53, 23186.53, 4186.46, 10305.12, 21576.35, 9016.98, 26406.88, 7728.84, 4186.46, 1610.18, 4830.53, 2576.28, 3542.39, 31559.44, 26084.85, 23508.56, 19966.18, 27050.95, 19000.07, 1932.21, 14169.55, 11271.23, 3220.35, 20932.28, 19322.11, 16101.76, 5474.6, 1288.14, 3220.35, 12881.41, 28017.06, 25762.81, 17389.9, 29949.27, 31237.41, 23508.56, 19966.18, 28983.16];
 
