/*********************************************
 * OPL 22.1.1.0 Data
 * Author: User
 * Creation Date: 22 ott 2023 at 13:50:30
 *********************************************/
n = 1768;

m = 1885;

g = 7;

d = [49.99882847911278, 52.295080496757556, 51.65868473571225, 51.64696411874798, 52.18578583048449, 49.782215394115966, 50.73423427196201];

