n = 613;

m = 750;

g = 300;

d = [52.49816973921701, 50.0010687828416, 52.26204342553455, 49.852355887399604, 51.54955804066027, 51.09940237423545, 53.05685765777461, 51.15593831177928, 49.786599715658646, 52.00681051848782, 53.45845329799731, 53.59765870968435, 52.490575791165554, 50.63016722488443, 52.86232489613803, 51.519248598418834, 50.50696419241124, 51.29310662490924, 53.23717584446244, 50.35316669838752, 52.03386177510226, 50.64375540638057, 49.89975268592546, 51.91199336041882, 52.685730668287896, 50.95554011659904, 52.925135980484015, 50.95071269618071, 50.046770645403576, 50.55420587670664, 53.46620151837326, 51.82578889773908, 51.602220942245594, 49.767959580854615, 50.80205177341301, 52.796434146803705, 49.79044069093662, 53.42053041854663, 52.53434658718728, 51.37082479019924, 53.18271606450142, 51.79466517440552, 50.94417248013583, 52.4907736684642, 52.689148360952245, 51.857582000714615, 51.11785671569412, 50.977249849310404, 50.26439161296226, 51.11235641136415, 49.970742906262515, 50.401151533745065, 53.46367139775878, 52.487908526484574, 49.84243911140612, 51.53349735608138, 50.18625748764632, 50.127791286562356, 52.01068031213235, 50.18754614600907, 49.909711402391586, 52.94501159790187, 50.57154274701678, 53.329506808728034, 51.422575060649876, 49.997394239707646, 53.327614302553876, 51.26802137821201, 51.7727476739307, 51.321492475941206, 49.71623392025838, 52.23845813326948, 52.767046888679765, 50.85669586661684, 51.49327578986787, 52.599120354347775, 50.80787675446935, 50.089663707475125, 53.559021794602444, 53.50326120659937, 50.6853557845928, 53.294584075707775, 50.48501350773298, 53.686775452706016, 50.122567529226636, 52.51912441411472, 51.45236089436855, 52.12698480416629, 53.44795395867177, 53.39270067521143, 51.60606660783866, 53.3612841995903, 52.74430060396149, 49.77578185706012, 53.57237305890144, 51.634936930742846, 50.43813482186858, 52.482132725491844, 49.83354673903112, 52.32186653708183, 53.65357376750252, 50.61249079314632, 51.52665546521714, 51.368537683826204, 50.14619258214623, 50.921258836167034, 51.58334787736483, 50.79134625123273, 51.58288758617238, 53.569793802099845, 51.32494072758948, 49.87979201750385, 50.7152356762834, 53.28219568207816, 49.969470849534595, 53.17371128392141, 50.1264467815427, 50.57252461525147, 51.51545063138709, 51.320302944785126, 51.92571785279117, 51.78189773742561, 51.14061909984057, 50.700868994351794, 51.41452284593297, 51.90242291527917, 50.225361900703355, 52.258180719420864, 51.50716833063766, 50.30268845910164, 51.68995242269505, 51.07782222058869, 53.312556377534605, 52.96613895387745, 51.601054686563856, 53.60368149947149, 52.7418757981343, 53.00962021815643, 50.342617865343634, 53.63489183627477, 51.81908408346374, 50.57933887055323, 51.27321025628503, 50.16495254446819, 52.20566130198176, 50.357646036679895, 49.843215308021996, 49.97336304503683, 51.676031244473556, 51.88126843552639, 51.68495027245415, 51.44376900121674, 52.14147105631282, 51.623911896050814, 50.988032016836506, 49.792918188697925, 51.01005106527948, 53.04716598714822, 51.587278416644494, 52.705403207388784, 50.3820552330802, 53.116364843588705, 51.687186949308824, 50.88564476815036, 50.785730371128246, 52.42723409293699, 52.42786924386042, 51.85479933895139, 50.37646825393356, 52.58664533826444, 53.51892357657086, 52.23745338452384, 52.965771055817406, 52.58631088402161, 49.84399646323925, 51.173847122459954, 51.99567561356961, 50.18736921869377, 52.47524748719215, 52.958338900047224, 49.7576883694555, 51.80620396537912, 51.88557819293203, 53.28649096296073, 53.473301682701766, 51.06521342719176, 50.324083873584335, 50.73082761842143, 53.31860605012049, 49.93335405959013, 51.26709869227007, 50.490836163970975, 53.394873954931704, 50.192510581881585, 53.10642981866908, 52.20794310806163, 53.01802217420399, 52.67181091318767, 51.71252755365729, 53.27544362960226, 52.571132695077736, 51.155403331077764, 50.841984916706515, 51.777373008219435, 51.16663747614584, 52.35531786557352, 51.607746418025734, 50.45106638194945, 50.313373513137805, 51.36758602902518, 51.42810358261224, 50.91121877253919, 51.13655400147901, 53.09338019065978, 50.29118792904245, 50.93044062193448, 50.15843817479919, 49.951968915602045, 53.020098385745214, 51.350606781907345, 53.053199637470264, 52.80216373375057, 52.61070462868799, 50.83620675268761, 52.458689529041905, 50.26466563570484, 52.350669387419536, 51.70844964738536, 52.97490839964073, 52.91250247386465, 50.056532737781005, 51.6047993950032, 51.51289344588631, 49.875603735742004, 53.17371513386205, 53.04804885373459, 52.32006704565421, 51.476597623067, 53.280245496983746, 53.67046150131647, 50.44946814144015, 52.626832484409874, 51.45379486007121, 51.92327229269598, 50.520869487317164, 52.67423254440101, 50.64835390372905, 53.08103090907254, 52.340082787050754, 51.76460615351441, 52.869824710751956, 52.49186664033249, 50.20629007876698, 53.15781291623636, 49.749179914129726, 51.19419745509854, 51.96721579541497, 51.8647718362654, 52.88375496519417, 52.16544777073774, 52.30247286414024, 53.27159696784161, 49.74277164571716, 53.50007787133213, 52.74126427819894, 51.615742239010515, 52.03838160373613, 49.81050454635075, 50.329855011593075, 52.283033898420236, 50.03180309548469, 51.12978420354849, 53.214495321493864, 51.80473517261529, 49.892098160357484, 51.893415459840625, 51.31958031612404, 52.62270858738756, 51.48786771837709, 52.851980904924176, 50.984314272251865, 53.16474747010988, 50.837193399026354, 50.5921560786702, 51.917154326694906, 51.508520098471166, 52.7914714381255, 51.174180953893924, 50.701597517284725, 49.810580016223426, 51.770670657139945, 50.11221290549615, 53.553686730673, 53.000856286053775, 52.36543557088508, 50.09311345794721, 53.45405771873078, 52.59337521326688, 53.556883488280945, 50.63442235558413];

