/*********************************************
 * OPL 22.1.1.0 Data
 * Author: User
 * Creation Date: 22 ott 2023 at 13:41:12
 *********************************************/
n = 50;

m = 50;

g = 7;

d = [51.40799180392659, 53.203631490683065, 53.22191530738763, 51.91625990590488, 52.59142294056493, 52.70880320371291, 51.78483261919356];

c = [[0.06463482542504015, 0.03340959950998126, 0.08900525541648972, 0.12936331088430766, 0.05019580138645896, 0.141401728175915, 0.11143898990489047], [0.15350771038447036, 0.07934779883620548, 0.2113874816141631, 0.3072378633502307, 0.11921502829284002, 0.3358291044177982, 0.26466760102411485], [0.25449962511109564, 0.13155029807055119, 0.3504581932024283, 0.5093680366069615, 0.19764596795918216, 0.5567693046926654, 0.43879102275050624], [0.1817854465079254, 0.09396449862182228, 0.25032728085887734, 0.3638343118621153, 0.14117569139941583, 0.397692360494761, 0.3134221591075044], [0.38780895255024084, 0.2004575970598875, 0.5340315324989383, 0.7761798653058458, 0.3011748083187537, 0.8484103690554899, 0.6686339394293427], [0.22622188898764056, 0.11693359828493441, 0.3115183939577141, 0.4527715880950769, 0.1756853048526064, 0.49490604861570264, 0.39003646466711667], [0.23430124216577053, 0.12110979822368204, 0.3226440508847752, 0.4689420019556152, 0.1819597800259137, 0.5125812646376918, 0.4039663384052279], [0.32317412712520077, 0.16704799754990626, 0.44502627708244863, 0.6468165544215383, 0.2509790069322948, 0.707008640879575, 0.5571949495244524], [0.02827773612345507, 0.014616699785616801, 0.03893979924471426, 0.05659644851188461, 0.0219606631065758, 0.06186325607696283, 0.04875455808338958], [0.3029757441798757, 0.15660749770303714, 0.4172121347647956, 0.6063905197701922, 0.23529281899902638, 0.6628206008246016, 0.5223702651791741], [0.3110550973580057, 0.16078369764178477, 0.42833779169185676, 0.6225609336307306, 0.24156729417233372, 0.680495816846591, 0.5363001389172853], [0.2625789782892256, 0.13572649800929884, 0.3615838501294895, 0.5255384504674999, 0.20392044313248953, 0.5744445207146548, 0.4527208964886175], [0.036357089301585085, 0.018792899724364456, 0.05006545617177547, 0.07276686237242305, 0.02823513827988316, 0.07953847209895219, 0.06268443182150088], [0.2625789782892256, 0.13572649800929884, 0.3615838501294895, 0.5255384504674999, 0.20392044313248953, 0.5744445207146548, 0.4527208964886175], [0.28277736123455066, 0.146166997856168, 0.38939799244714257, 0.565964485118846, 0.21960663106575795, 0.6186325607696282, 0.48754558083389576], [0.3554915398377208, 0.18375279730489688, 0.48952890479069344, 0.711498209863692, 0.2760769076255242, 0.7777095049675325, 0.6129144444768975], [0.3110550973580057, 0.16078369764178477, 0.42833779169185676, 0.6225609336307306, 0.24156729417233372, 0.680495816846591, 0.5363001389172853], [0.1252299742610153, 0.06473109905058867, 0.17244768236944882, 0.25064141483834607, 0.09725436518626422, 0.2739658483408353, 0.21591304294072525], [0.2787376846454856, 0.14407889788679415, 0.3838351639836119, 0.5578792781885767, 0.2164693934791042, 0.6097949527586334, 0.48058064396484007], [0.0888728849594302, 0.04593819932622422, 0.12238222619767336, 0.177874552465923, 0.06901922690638106, 0.19442737624188314, 0.15322861111922437], [0.2504599485220306, 0.12946219810117734, 0.34489536473889765, 0.5012828296766921, 0.19450873037252844, 0.5479316966816706, 0.4318260858814505], [0.37165024619398085, 0.1921051971823922, 0.5117802186448159, 0.743839037584769, 0.28862585797213897, 0.8130599370115112, 0.6407741919531201], [0.06059514883597513, 0.031321499540607416, 0.0834424269529591, 0.12127810395403842, 0.04705856379980526, 0.1325641201649203, 0.10447405303583479], [0.38780895255024084, 0.2004575970598875, 0.5340315324989383, 0.7761798653058458, 0.3011748083187537, 0.8484103690554899, 0.6686339394293427], [0.004039676589065009, 0.0020880999693738285, 0.005562828463530608, 0.008085206930269229, 0.003137237586653685, 0.008837608010994688, 0.006964936869055654], [0.06463482542504015, 0.03340959950998126, 0.08900525541648972, 0.12936331088430766, 0.05019580138645896, 0.141401728175915, 0.11143898990489047], [0.016158706356260037, 0.008352399877495314, 0.02225131385412243, 0.032340827721076916, 0.01254895034661474, 0.03535043204397875, 0.027859747476222618], [0.1696664167407304, 0.0877001987137008, 0.23363879546828553, 0.3395786910713076, 0.13176397863945477, 0.3711795364617769, 0.29252734850033746], [0.21410285922044547, 0.11066929837681289, 0.29482990856712216, 0.42851596730426905, 0.16627359209264528, 0.4683932245827184, 0.3691416540599496], [0.2868170378236157, 0.1482550978255418, 0.39496082091067314, 0.5740496920491153, 0.2227438686524116, 0.6274701687806229, 0.4945105177029514], [0.11715062108288526, 0.06055489911184102, 0.1613220254423876, 0.2344710009778076, 0.09097989001295685, 0.2562906323188459, 0.20198316920261394], [0.3110550973580057, 0.16078369764178477, 0.42833779169185676, 0.6225609336307306, 0.24156729417233372, 0.680495816846591, 0.5363001389172853], [0.0444364424797151, 0.02296909966311211, 0.06119111309883668, 0.0889372762329615, 0.03450961345319053, 0.09721368812094157, 0.07661430555961218], [0.3272138037142657, 0.1691360975192801, 0.4505891055459792, 0.6549017613518076, 0.2541162445189485, 0.7158462488905697, 0.564159886393508], [0.23026156557670552, 0.11902169825430821, 0.3170812224212446, 0.460856795025346, 0.17882254243926002, 0.5037436566266972, 0.39700140153617225], [0.008079353178130019, 0.004176199938747657, 0.011125656927061215, 0.016170413860538458, 0.00627447517330737, 0.017675216021989376, 0.013929873738111309], [0.10907126790475526, 0.05637869917309337, 0.15019636851532642, 0.21830058711726918, 0.0847054148396495, 0.2386154162968566, 0.18805329546450267], [0.2504599485220306, 0.12946219810117734, 0.34489536473889765, 0.5012828296766921, 0.19450873037252844, 0.5479316966816706, 0.4318260858814505], [0.39992798231743587, 0.206721896968009, 0.5507200178895301, 0.8004354860966536, 0.31058652107871476, 0.8749231930884741, 0.6895287500365097], [0.3837692759611758, 0.19836949709051366, 0.5284687040354077, 0.7680946583755767, 0.2980375707321, 0.8395727610444953, 0.661669002560287], [0.31913445053613576, 0.16495989758053245, 0.439463448618918, 0.6387313474912691, 0.24784176934564112, 0.6981710328685804, 0.5502300126553967], [0.032317412712520074, 0.01670479975499063, 0.04450262770824486, 0.06468165544215383, 0.02509790069322948, 0.0707008640879575, 0.055719494952445235], [0.12119029767195026, 0.06264299908121483, 0.1668848539059182, 0.24255620790807683, 0.09411712759961052, 0.2651282403298406, 0.20894810607166958], [0.3272138037142657, 0.1691360975192801, 0.4505891055459792, 0.6549017613518076, 0.2541162445189485, 0.7158462488905697, 0.564159886393508], [0.3514518632486558, 0.18166469733552307, 0.4839660763271629, 0.7034130029334229, 0.27293967003887054, 0.7688718969565379, 0.6059495076078418], [0.31913445053613576, 0.16495989758053245, 0.439463448618918, 0.6387313474912691, 0.24784176934564112, 0.6981710328685804, 0.5502300126553967], [0.1333093274391453, 0.06890729898933633, 0.18357333929651004, 0.26681182869888453, 0.10352884035957159, 0.2916410643628247, 0.22984291667883658], [0.23430124216577053, 0.12110979822368204, 0.3226440508847752, 0.4689420019556152, 0.1819597800259137, 0.5125812646376918, 0.4039663384052279], [0.24238059534390052, 0.12528599816242966, 0.3337697078118364, 0.48511241581615366, 0.18823425519922105, 0.5302564806596812, 0.41789621214333916], [0.31913445053613576, 0.16495989758053245, 0.439463448618918, 0.6387313474912691, 0.24784176934564112, 0.6981710328685804, 0.5502300126553967]];

u = [0.021664205290955526, 0.3032988740733774, 1.9064500656040864, 1.0832102645477764, 1.5814869862397534, 1.7764648338583529, 1.4298375492030648, 0.9965534433839542, 1.8414574497312195, 0.368291489946244, 1.971442681476953, 0.6499261587286658, 1.5814869862397534, 1.971442681476953, 2.1230921185136413, 0.909896622220132, 0.0866568211638221, 1.0832102645477764, 1.1265386751296873, 1.1265386751296873, 1.5598227809487977, 1.6248153968216643, 1.7114722179854867, 0.0, 0.6715903640196212, 1.6898080126945312, 1.191531291002554, 0.0866568211638221, 0.454948311110066, 0.5416051322738882, 0.3899556952371994, 1.6031511915307088, 1.2781881121663758, 2.144756323804597, 0.8015755957653544, 1.4515017544940203, 0.1733136423276442, 0.8882324169291764, 1.8847858603131307, 0.6499261587286658, 2.014771092058864, 0.411619900528155, 0.2599704634914663, 0.3032988740733774, 1.2781881121663758, 0.7799113904743988, 1.7114722179854867, 0.3032988740733774, 1.234859701584465, 1.9497784761859973];

l = [0.0021664205290955526, 0.030329887407337743, 0.19064500656040864, 0.10832102645477765, 0.15814869862397535, 0.1776464833858353, 0.1429837549203065, 0.09965534433839543, 0.18414574497312197, 0.0368291489946244, 0.1971442681476953, 0.06499261587286657, 0.15814869862397535, 0.1971442681476953, 0.21230921185136414, 0.09098966222201321, 0.00866568211638221, 0.10832102645477765, 0.11265386751296874, 0.11265386751296874, 0.15598227809487977, 0.16248153968216644, 0.1711472217985487, 0.0, 0.06715903640196212, 0.16898080126945314, 0.1191531291002554, 0.00866568211638221, 0.045494831111006606, 0.05416051322738882, 0.03899556952371994, 0.1603151191530709, 0.1278188112166376, 0.21447563238045972, 0.08015755957653545, 0.14515017544940204, 0.01733136423276442, 0.08882324169291765, 0.18847858603131307, 0.06499261587286657, 0.20147710920588643, 0.041161990052815504, 0.02599704634914663, 0.030329887407337743, 0.1278188112166376, 0.07799113904743989, 0.1711472217985487, 0.030329887407337743, 0.12348597015844649, 0.19497784761859974];

rcv = [17578.62233571171, 21599.211390912227, 17373.470795476627, 17624.29601816461, 17796.515786172182, 24844.573900736585, 25202.218161616, 23152.40560587915, 23556.641023038468, 26219.561299058936, 27096.24789858657, 20412.606674831106, 22750.77112360745, 19225.24586650794, 23371.032081526675, 18710.555153548623, 19709.44713818263, 18711.64657563344, 24650.79867736492, 22422.736965381795, 23975.968422600057, 20321.428711760767, 27812.033200856094, 25348.07306308767, 19078.94444053644, 22328.629809291884, 19912.059260107748, 24193.970546723805, 22004.614098747905, 25463.3676243358, 27399.740424022566, 22368.64029546109, 28028.945187729278, 17333.62556288351, 27218.55780713421, 18733.041471634664, 17501.73433544074, 17180.854962420242, 18322.792226528498, 22829.316321447986, 17010.43431771509, 22931.820440123665, 20204.61164509682, 17652.290882974525, 27930.632918845913, 26630.19429034599, 21188.384035308016, 26344.12496777437, 19750.439853252006, 26434.082462856877];

tcv = [98800.71652157174, 101789.91563558705, 94905.3466763799, 92813.72193676351, 101143.19887804234, 93368.39636098205, 91406.42245156765, 102679.6028478709, 94332.69749427661, 105356.38305936549, 96181.10908327719, 104570.41650355104, 96902.1953634313, 103302.77117123001, 101134.43010449022, 92613.74413972661, 92970.11032901883, 95095.69037263378, 103726.22087652283, 104346.25497193071, 91124.0855818076, 91569.33187220249, 99798.32616159732, 94421.42479389116, 100897.42134250433, 100324.45665962015, 94737.34355744068, 99687.15862430807, 102976.99785963094, 99268.20226480957, 96043.50507790601, 105006.00458703097, 95634.38179586781, 101958.05080626532, 100245.61256519082, 91647.74638153441, 99954.32240186947, 97483.3782517474, 104331.77363507435, 105032.25535836528, 104664.21033539069, 97898.11063751964, 93187.87426413228, 100876.1257308388, 95918.53137177949, 103156.81375922001, 94615.10994234262, 101893.14017594601, 91068.28379966269, 105091.89412203344];

tcf = [331.55, 4641.74, 29176.63, 16577.63, 24203.34, 27187.31, 21882.47, 15251.42, 28181.97, 5636.39, 30171.29, 9946.58, 24203.34, 30171.29, 32492.16, 13925.21, 1326.21, 16577.63, 17240.74, 17240.74, 23871.79, 24866.45, 26192.66, 0.0, 10278.13, 25861.1, 18235.39, 1326.21, 6962.6, 8288.82, 5967.95, 24534.89, 19561.6, 32823.71, 12267.45, 22214.02, 2652.42, 13593.66, 28845.08, 9946.58, 30834.39, 6299.5, 3978.63, 4641.74, 19561.6, 11935.89, 26192.66, 4641.74, 18898.5, 29839.73];
 
